nm  x_ref_02d   y_ref_02d   z_ref_02d   x_dev_02d   y_dev_02d   z_dev_02d   x_ref_10d   y_ref_10d   z_ref_10d   x_dev_10d   y_dev_10d   z_dev_10d
390	0.0037747	3.3807e-05	0.017706	0.00895690128274907	0.00101688583261958	0.0402762826261055	0.0028797	0.00032801	0.012919	0.00582206304025952	0.000901555512059059	0.024916973410944
395	0.0087	0.00010199	0.0409	0.0155995554054884	0.00183155566759461	0.0703424396048552	0.0069004	0.00080589	0.031056	0.0107440978789307	0.00171203335745154	0.0461425750787256
400	0.019732	0.00018322	0.09338	0.026328199778452	0.00307195333519592	0.119670966395336	0.016304	0.0018483	0.074088	0.0192781599171666	0.00304802571610845	0.0837144212823577
405	0.043183	0.00013632	0.206	0.0418052918243952	0.00478184805811841	0.191396016745987	0.037253	0.0039369	0.17126	0.0327221978389229	0.00507940954921438	0.143495524049236
410	0.0829	-4.009e-05	0.39826	0.0588026077249304	0.00686669371157061	0.270844577223218	0.074537	0.0075429	0.34607	0.0490637170715612	0.00777208998585367	0.216858893769342
415	0.13647	-0.00047937	0.66324	0.0689547848156962	0.0087255724581096	0.320516430962436	0.12793	0.012528	0.60343	0.0614158981764529	0.0105269941143076	0.274280265614909
420	0.19457	-0.0006406	0.9561	0.0699336953986053	0.0103529452194203	0.327830148799418	0.19281	0.01905	0.92288	0.0680066131745879	0.013495934540521	0.306236769237552
425	0.24059	0.00031132	1.1976	0.0602265370851229	0.0115378931964095	0.2856880596677	0.25216	0.02661	1.2275	0.0646657993980497	0.0162431933129152	0.294242783407403
430	0.28434	0.0025973	1.4335	0.0476630135525383	0.0129784668931464	0.229385143609486	0.30983	0.036175	1.533	0.0566075033316714	0.0194577331840716	0.260086690386359
435	0.31843	0.007285	1.6305	0.0267040456991217	0.0141229896844913	0.132026726441035	0.35261	0.048067	1.78	0.0365738924382818	0.0220284520629127	0.169201396354638
440	0.34705	0.012902	1.802	0.0056704313080723	0.0149973790582052	0.0318011453246172	0.38775	0.060867	1.9934	0.0151848214729691	0.0242578153815773	0.0687721515382448
445	0.34428	0.020201	1.8171	-0.0147231571462693	0.0149945201218815	-0.0674566104050339	0.39287	0.0739	2.0636	-0.00634257156440229	0.025651107056841	-0.0348803700892111
450	0.32809	0.029099	1.7633	-0.0327578837140809	0.0145436928609338	-0.157767393769425	0.38541	0.089393	2.0738	-0.0266523044516973	0.0268796484418525	-0.136269309932792
455	0.29029	0.040518	1.596	-0.0404980758574203	0.0144574104219871	-0.198310748575887	0.34375	0.1056	1.9064	-0.035995410345845	0.0284172489720499	-0.186601755746131
460	0.25802	0.05632	1.4663	-0.0442004675681544	0.0151604673919856	-0.219038737350957	0.29972	0.12787	1.7393	-0.0404570010752341	0.0308759378987402	-0.214383629737892
465	0.23362	0.079374	1.3833	-0.047444540160695	0.0168000177583778	-0.239323626265864	0.25447	0.15689	1.5637	-0.0432612947128872	0.0335292384343948	-0.238231729298324
470	0.19351	0.10696	1.216	-0.0441157884092871	0.0191840976246766	-0.226961349215297	0.19436	0.1873	1.2996	-0.0383138357454378	0.0366512629754611	-0.223419909324739
475	0.1424	0.13574	0.97736	-0.0373469475838736	0.0201671778876669	-0.202887039971157	0.13277	0.2195	1.0075	-0.0292661661010939	0.0384560406264845	-0.197768140296885
480	0.094776	0.16597	0.74396	-0.0274551172081163	0.0208587142215832	-0.166177243858428	0.08127	0.25711	0.75313	-0.016682528084072	0.0408332613178853	-0.160914754017373
485	0.058504	0.19755	0.55834	-0.0181670416250278	0.0212273504527765	-0.132584258979314	0.044191	0.30009	0.55977	-0.00526944162642204	0.043096505358261	-0.128375397768781
490	0.032676	0.23197	0.41251	-0.00895540592353229	0.0220068004942883	-0.10241283661252	0.019834	0.34464	0.4048	0.00713873763080726	0.0455113272501602	-0.0982118973061703
495	0.018534	0.28107	0.31802	-0.000548371751315603	0.0239788003319528	-0.0804606978700535	0.0090669	0.40371	0.29935	0.0190318836947491	0.0483177875874549	-0.0758046721009429
500	0.013405	0.3456	0.24953	0.00773075813360934	0.0281335379679269	-0.0633135689382095	0.010667	0.46643	0.21788	0.029953249687102	0.0509398447549068	-0.0574682388587203
505	0.013889	0.4262	0.1885	0.0172580663218313	0.0329218944308387	-0.0476414359775452	0.019846	0.53711	0.15071	0.041689116080538	0.0522683089452296	-0.0413570378925826
510	0.024497	0.51989	0.1387	0.0275945380043541	0.03733293658168	-0.0338029712714031	0.040894	0.61263	0.10078	0.0528670565906576	0.0512753681891371	-0.0279885778358159
515	0.049864	0.62033	0.10779	0.0385309482435681	0.0410715070215304	-0.0243399396304113	0.077008	0.689	0.071308	0.0642171674808977	0.0487423759528155	-0.0194478721438632
520	0.083506	0.71751	0.084717	0.0483559195115328	0.0442523832084662	-0.0170970441134887	0.12017	0.76637	0.051609	0.0728432342088648	0.0461523288790054	-0.0133708850020552
525	0.12683	0.79324	0.067595	0.0556607487426521	0.0439524802412155	-0.0117947102174728	0.17373	0.82538	0.038287	0.0770740285062525	0.040714436767923	-0.00918012419225671
530	0.17729	0.85496	0.055378	0.0619950018702277	0.041593209188193	-0.00806641483187496	0.234	0.87119	0.029254	0.0809042813317344	0.0340782734656701	-0.00635873172492394
535	0.23115	0.90285	0.046805	0.0672186603794349	0.0382994881118434	-0.00551096897082565	0.29853	0.912	0.023363	0.0852529338513255	0.0284430780752933	-0.00452058977193673
540	0.29492	0.9482	0.040647	0.0700996676911606	0.0318427259583375	-0.00386889163672512	0.37572	0.9558	0.019338	0.0857772588120851	0.0198053798431469	-0.00336738586428973
